Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
065350,KOSDAQ,신성델타테크,가정용 기기 제조업,"세탁기, 자동차, 에어컨 및 LCD 부품",2004-08-06,12월,"구 자 천, 문 준 명",http://www.ssdelta.co.kr,경상남도
011930,KOSPI,신성이엔지,반도체 제조업,"태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비",1996-07-31,12월,"이지선, 안윤수",http://www.shinsungeng.com,경기도
005390,KOSPI,신성통상,기타 전문 도매업,"의류,악세사리(모자,벨트,가방) 도매/의류 제조",1975-12-22,06월,대표이사 염태순,http://www.ssts.co.kr,서울특별시
004170,KOSPI,신세계,종합 소매업,"백화점,할인점(E마트)",1985-08-19,12월,차정호,http://www.shinsegae.com,서울특별시
035510,KOSPI,신세계 I&C,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권",2006-05-18,12월,손정현,http://www.shinsegae-inc.com,서울특별시
034300,KOSPI,신세계건설,건물 건설업,"토목,건축,건축관련기술서비스,빌딩관리용역,골프장,내장공사,시설개보수,설계용역",2002-06-17,12월,윤명규,http://httpswww.shinsegae-enc.com,서울특별시
031430,KOSPI,신세계인터내셔날,"섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매",2011-07-14,12월,"장재영, 이길한, 손문국 (각자대표)",http://www.sikorea.co.kr,서울특별시
031440,KOSPI,신세계푸드,음식점업,"단체급식, 식자재유통, 외식",2010-04-29,12월,"김운아, 성열기(각자대표)",http://www.shinsegaefood.com,서울특별시
006880,KOSPI,신송홀딩스,산업용 농·축산물 및 동·식물 도매업,사업경영 및 관리자문,2013-11-21,12월,조갑주,http://www.singsongholdings.com,서울특별시
002800,KOSDAQ,신신제약,의약품 제조업,파스류 (신신파스 아렉스 등),2017-02-28,12월,"김한기,이병기(각자대표)",http://www.sinsin.com,세종특별자치시
323280,KOSDAQ,신영스팩5호,금융 지원 서비스업,기업인수 및 합병,2019-06-24,12월,손길현,,서울특별시
344050,KOSDAQ,신영스팩6호,금융 지원 서비스업,기업인수,2020-02-12,12월,송동현,,서울특별시
005800,KOSPI,신영와코루,봉제의복 제조업,"여성용 내의류(화운데이션,란제리,블래지어),환자,노령자용 파자마,남성용 내의류 제조",1976-12-28,12월,"이의평, 이성원",http://www.shinyoungwacoal.co.kr/,서울특별시
001720,KOSPI,신영증권,금융 지원 서비스업,증권업,1987-08-24,03월,"원종석, 황성엽",http://www.shinyoung.com,서울특별시
001725,KOSPI,신영증권우,,,,,,,
009270,KOSPI,신원,봉제의복 제조업,"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업",1988-08-24,12월,박정주,http://www.sw.co.kr,서울특별시
009275,KOSPI,신원우,,,,,,,
017000,KOSDAQ,신원종합개발,건물 건설업,토건,1994-12-07,12월,우진호,http://www.swc.co.kr,경기도
002700,KOSPI,신일전자,기계장비 및 관련 물품 도매업,"가정용 전기기구(선풍기,난로,세탁기),전자기구,연구기구 제조,수출입",1975-09-30,12월,정윤석,http://www.shinil.co.kr,충청남도
012790,KOSDAQ,신일제약,의약품 제조업,투어펜플라스타,1999-08-13,12월,홍재현,http://www.sinilpharm.com,충청북도
138070,KOSDAQ,신진에스엠,기타 금속 가공제품 제조업,표준 플레이트,2011-11-28,12월,"김은식, 김은주(각자대표)",http://www.sinjin-sm.co.kr,전라북도
226330,KOSDAQ,신테카바이오,소프트웨어 개발 및 공급업,유전체 빅데이터 기반의 AI신약개발 및 정밀의료서비스,2019-12-17,12월,정종선,http://www.syntekabio.com,대전광역시
019170,KOSPI,신풍제약,의약품 제조업,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매",1990-01-20,12월,유 제 만,http://www.shinpoong.co.kr,경기도
019175,KOSPI,신풍제약우,,,,,,,
002870,KOSPI,신풍제지,"펄프, 종이 및 판지 제조업","마닐라판지 제조,도소매",1976-06-30,12월,정학헌,http://www.shinpoongpaper.com,서울특별시
72504A3B,KOSPI,신한BNPP서울시지하철9호선4호,,,,,,,
72501BA2,KOSPI,신한소재부품장비A1,,,,,,,
72502BA2,KOSPI,신한소재부품장비C1,,,,,,,
293940,KOSPI,신한알파리츠,부동산 임대 및 공급업,비거주 부동산 임대 서비스업,2018-08-08,03월,이준구,http://www.shalphareit.com,서울특별시
333050,KOSDAQ,신한제6호스팩,금융 지원 서비스업,기업인수 및 합병,2019-10-31,12월,원종상,,서울특별시
055550,KOSPI,신한지주,기타 금융업,금융지주회사,2001-09-10,12월,조용병,http://www.shinhangroup.com,서울특별시
001770,KOSPI,신화실업,1차 철강 제조업,"석도강판,표면처리강판 제조,임가공,판매",1988-11-23,12월,신종호,http://www.shinhwatp.com,경기도
056700,KOSDAQ,신화인터텍,플라스틱제품 제조업,디스플레이 BLU용 광학필름,2001-12-13,12월,김학태,http://www.shinwha.com,충청남도
187270,KOSDAQ,신화콘텍,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","커넥터(정보통신기기용, 디스플레이용, HDD용 등)",2014-08-08,12월,이정진,http://www.sh-ct.co.kr,경기도
004080,KOSPI,신흥,기계장비 및 관련 물품 도매업,"치과용기자재(방사선장치,전기진단장치),주사침 도소매,제조/부동산 임대",1991-02-08,12월,이용익,http://www.shinhung.co.kr,서울특별시
243840,KOSDAQ,신흥에스이씨,일차전지 및 축전지 제조업,"2차전지용 안전 부품(Cap Assembly, CID)",2017-09-27,12월,"황만용, 김기린",http://www.shsec.co.kr,경기도
108320,KOSDAQ,실리콘웍스,반도체 제조업,"LDI, T-Con, PMIC, EPD-IC 등",2010-06-08,12월,손보익,http://www.siliconworks.co.kr,대전광역시
222800,KOSDAQ,심텍,전자부품 제조업,반도체용 인쇄회로기판,2015-08-07,12월,최시돈,http://www.simmtech.co.kr,충청북도
036710,KOSDAQ,심텍홀딩스,통신 및 방송 장비 제조업,반도체용 인쇄회로기판,2000-01-04,12월,박광준,http://www.simmtechholdings.co.kr,충청북도
160980,KOSDAQ,싸이맥스,특수 목적용 기계 제조업,"웨이퍼 이송장치(Cluster Tool, EFEM, LPM 등)",2015-06-17,12월,"정혜승, 엄주용 (각자대표)",http://www.cymechs.com,경기도
217330,KOSDAQ,싸이토젠,자연과학 및 공학 연구개발업,CTC 기반 Liquid Biopsy 응용사업 및 플랫폼,2018-11-22,12월,전병희,http://cytogenlab.com,서울특별시
102280,KOSPI,쌍방울,봉제의복 제조업,,2008-06-10,12월,김세호,http://www.sbw.co.kr,서울특별시
003410,KOSPI,쌍용양회,"시멘트, 석회, 플라스터 및 그 제품 제조업",시멘트(크링카),1975-05-03,12월,"홍사승, 이현준 (각자)대표집행임원",http://www.ssangyongcement.co.kr,서울특별시
010280,KOSDAQ,쌍용정보통신,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합(SI),네트워크 설계 및 구축,시스템운영(SM)",2000-04-14,12월,박진국,http://www.sicc.co.kr,서울특별시
003620,KOSPI,쌍용차,자동차용 엔진 및 자동차 제조업,"자동차,자동차부품,차륜,정비 제조/도소매",1975-05-29,12월,예병태,http://www.smotor.com,경기도
004770,KOSPI,써니전자,반도체 제조업,"수정진동자,수정발진기,초음파지연선,MCF,축수나사 제조,도매,수출입",1987-04-22,12월,차상권,http://www.sunny.co.kr,충청북도
217320,KONEX,썬테크,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","자기진단형 발전기, 영구자석 회전자 발전기",2015-04-29,12월,이선휴,http://www.sun-tech.co.kr,전라남도
208640,KOSDAQ,썸에이지,소프트웨어 개발 및 공급업,기업인수합병,2014-12-29,12월,박홍서,,경기도
222420,KOSDAQ,쎄노텍,기타 비금속 광물제품 제조업,세라믹 비드,2015-08-06,12월,"이승호, 허명구 (각자)",http://www.cenotec.com,경상남도
037760,KOSDAQ,쎄니트,1차 철강 제조업,스테인레스 냉연강판,2000-04-07,12월,"최재관, 박승배(각자대표)",http://www.cenit.kr,경상남도
136510,KOSDAQ,쎄미시스코,특수 목적용 기계 제조업,"EGIS(유리기판 검사장비), Smart-EPD 및 Smart-HMS(플라즈마 검사장비)",2011-11-18,12월,이순종,http://www.semisysco.com,경기도
099320,KOSDAQ,쎄트렉아이,"항공기,우주선 및 부품 제조업","소형인공위성,지상시스템",2008-06-13,12월,김이을,,대전광역시
015540,KOSPI,쎌마테라퓨틱스,기타 사업지원 서비스업,상품권유통,1989-09-02,12월,정영훈,http://www.thelma.co.kr,서울특별시
049960,KOSDAQ,쎌바이오텍,기초 의약물질 및 생물학적 제제 제조업,유산균 원말 및 완제품,2002-12-13,12월,정명준,http://www.cellbiotech.com,경기도
050890,KOSDAQ,쏠리드,통신 및 방송 장비 제조업,"이동통신중계기,위성DMB용중계기",2005-07-08,12월,"정준, 이승희 (각자대표이사)",http://www.solid.co.kr,경기도
066790,KOSDAQ,씨씨에스,텔레비전 방송업,케이블TV서비스 및 초고속인터넷서비스,2003-05-30,12월,이현무 (단독대표이사),http://www.ccstv.co.kr,충청북도
222080,KOSDAQ,씨아이에스,특수 목적용 기계 제조업,2차전지 제조설비,2015-09-02,12월,김수하,http://www.cisro.co.kr,대구광역시
004920,KOSPI,씨아이테크,그외 기타 제품 제조업,"컴퓨터 소프트웨어,하드웨어 서버,도매",1989-11-30,12월,김대영,http://www.citech.kr,서울특별시
236030,KONEX,씨알푸드,"곡물가공품, 전분 및 전분제품 제조업","시리얼, 시리얼바",2017-12-14,12월,이상범,http://www.crfood.co.kr,충청북도
103660,KONEX,씨앗,기타 화학제품 제조업,"잉크리본, 인화지",2015-06-22,12월,김환기,http://www.ciaat.net,광주광역시
245450,KONEX,씨앤에스링크,통신 및 방송 장비 제조업,"내비게이션, LTE Router, 블랙박스",2016-06-24,12월,안상태,http://www.cns-link.co.kr,경기도
264660,KOSDAQ,씨앤지하이테크,특수 목적용 기계 제조업,"약액혼합공급장치, 화학약품재생장치",2018-01-25,12월,홍사문,http://www.cnghitech.com,경기도
297090,KOSDAQ,씨에스베어링,일반 목적용 기계 제조업,"풍력용 선회베어링, 산업용 선회베어링",2019-11-21,12월,"조만제, 방성훈",http://www.cs-bearing.co.kr,경상남도
112610,KOSPI,씨에스윈드,"구조용 금속제품, 탱크 및 증기발생기 제조업",풍력발전타워 제조,2014-11-27,12월,"김성권, 김승범",http://www.cswind.com,충청남도
286000,KONEX,씨엔티드림,기타 화학제품 제조업,화장품 제조 및 도소매,2020-12-11,12월,안태우,http://www.cntdream.com,충청남도
115530,KOSDAQ,씨엔플러스,전자부품 제조업,커넥터,2011-11-02,12월,정상옥,http://www.icnplus.com,경기도
225330,KOSDAQ,씨엠에스에듀,일반 교습 학원,융합사고력 프로그램,2016-04-07,12월,이충국,http://www.cmsedu.co.kr,서울특별시
115480,KOSDAQ,씨유메디칼,의료용 기기 제조업,심장제세동기,2011-12-15,12월,나학록,http://www.cu911.com,강원도
189330,KONEX,씨이랩,소프트웨어 개발 및 공급업,"빅데이터 플랫폼(EMS, IOT), 빅데이터 SNS분석 솔루션(Buzzbee), 빅데이터 전문교육 및 인증사업, 빅데이터 기반 고객관리상권정보 서비스(Guppii), 전통시장활성화솔루션(Smilero)",2013-12-24,12월,이우영,http://www.xiilab.com,서울특별시
096530,KOSDAQ,씨젠,의료용품 및 기타 의약 관련제품 제조업,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",2010-09-10,12월,천종윤,http://seegene.co.kr,서울특별시
900120,KOSDAQ,씨케이에이치,기타 금융업,건강보조식품,2010-03-31,06월,린진성,,케이맨 제도
101240,KOSDAQ,씨큐브,기초 화학물질 제조업,진주광택안료,2011-11-08,12월,장길완,http://www.cqv.co.kr,충청북도
060590,KOSDAQ,씨티씨바이오,의약품 제조업,"동물용항병원성제품, 생균효소제",2002-02-21,12월,"성기홍, 전홍열",http://www.ctcbio.com,서울특별시
260930,KOSDAQ,씨티케이코스메틱스,기타 화학제품 제조업,완제 화장품 (색조 및 기초),2017-12-07,12월,"정인용, 최선영 공동대표",http://ctkcosmetics.com,서울특별시
013990,KOSDAQ,아가방컴퍼니,생활용품 도매업,유아용 의류 및 용품,2002-01-17,12월,신상국,http://www.agabang.com,서울특별시
123860,KOSDAQ,아나패스,반도체 제조업,Timing Controller(TCON),2010-11-05,12월,이경호,,서울특별시
025980,KOSDAQ,아난티,일반 및 생활 숙박시설 운영업,리조트 운영 및 분양,1996-01-06,12월,이만규,http://www.ananti.kr,충청북도
008700,KOSPI,아남전자,영상 및 음향기기 제조업,"칼라TV,오디오,비디오 제조,도매",1984-08-11,12월,김태수,http://www.aname.co.kr,서울특별시
050320,KOSDAQ,아래스,기계장비 및 관련 물품 도매업,"중대형 서버, 시스템 S/W",2002-01-15,12월,박래성,http://sitglobal.co.kr,서울특별시
058220,KOSDAQ,아리온,통신 및 방송 장비 제조업,디지털셋톱박스,2005-08-05,12월,이정필,http://www.arion.co.kr,경기도
125210,KOSDAQ,아모그린텍,전자부품 제조업,비정질 및 나노결정립을 이용한 자성부품 및 전류센서,2019-03-29,12월,양성철,http://amogreentech.co.kr,경기도
002790,KOSPI,아모레G,기타 화학제품 제조업,지주회사,1973-04-30,12월,서경배,http://www.apgroup.com,서울특별시
00279K,KOSPI,아모레G3우(전환),,,,,,,
002795,KOSPI,아모레G우,,,,,,,
090430,KOSPI,아모레퍼시픽,기타 화학제품 제조업,"화장품,생활용품 제조, 판매",2006-06-29,12월,"서경배, 안세홍",http://www.apgroup.com,서울특별시
090435,KOSPI,아모레퍼시픽우,,,,,,,
052710,KOSDAQ,아모텍,전자부품 제조업,"칩바리스터, 아몰퍼스코어",2003-08-01,12월,"김병규, 정준환 (각자 대표이사)",http://www.amotech.co.kr,인천광역시
074430,KOSDAQ,아미노로직스,기타 전문 도매업,DVR용 영상처리 칩,2004-06-04,12월,"오장석,오성석",http://www.aminologics.co.kr,서울특별시
092040,KOSDAQ,아미코젠,기타 식품 제조업,제약용 특수효소 및 효소기반 바이오신소재,2013-09-12,12월,신용철,http://www.amicogen.com,경상남도
083930,KOSDAQ,아바코,특수 목적용 기계 제조업,평판디스플레이제조용장비,2005-10-11,12월,김광현,http://www.avaco.co.kr,대구광역시
149950,KOSDAQ,아바텍,전자부품 제조업,"Glass Slimming & ITO코팅 제품, PDP필터",2012-11-06,12월,박명섭,http://www.avatec.co.kr,대구광역시
036010,KOSDAQ,아비코전자,전자부품 제조업,"전자저항기, 전자인덕터",2002-07-03,12월,김창수,http://www.abco.co.kr,경기도
002030,KOSPI,아세아,회사 본부 및 경영 컨설팅 서비스업,"회사본부,지주회사 및 경영컨설팅 서비스업",1974-06-03,12월,고규환,http://asiaholdings.co.kr,서울특별시
183190,KOSPI,아세아시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 몰탈",2013-11-06,12월,"이훈범, 강석일(각자 대표이사)",http://www.asiacement.co.kr,서울특별시
002310,KOSPI,아세아제지,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,석고보드원지,크라프트원지,라이나원지,라이너지 제조,판매",1988-12-15,12월,"이인범, 유승환",http://www.asiapaper.co.kr,서울특별시
050860,KOSDAQ,아세아텍,특수 목적용 기계 제조업,"농기계(관리기,SS기, 이앙기) 제조",2010-01-26,06월,"김신길, 하창욱 (각자대표)",http://www.asiakor.com,대구광역시
246720,KOSDAQ,아스타,의료용품 및 기타 의약 관련제품 제조업,MALDI-TOF 질량분석기 기반 진단시스템,2017-03-20,12월,"조응준, 김양선 (각자대표이사)",http://www.astams.com,경기도
067390,KOSDAQ,아스트,"항공기,우주선 및 부품 제조업",항공기용 부품 제조 및 동체 조립,2014-12-24,12월,김희원,http://www.astk.co.kr,경상남도
127710,KOSDAQ,아시아경제,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",광고 및 콘텐츠,2015-07-31,12월,"이의철,이강봉(각자대표이사)",http://www.asiae.co.kr,서울특별시
267850,KOSPI,아시아나IDT,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT 서비스, IT 솔루션",2018-11-23,12월,박세창,http://www.asianaidt.com,서울특별시
020560,KOSPI,아시아나항공,항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리",2008-03-28,12월,한창수,http://www.flyasiana.com,서울특별시
154030,KOSDAQ,아시아종묘,작물 재배업,종자,2018-02-12,09월,류경오,http://www.asiaseed.co.kr,서울특별시
227610,KOSDAQ,아우딘퓨쳐스,기타 화학제품 제조업,"기초화장품, 마스크팩 등",2017-07-12,12월,최영욱,http://www.outinco.com,서울특별시
143160,KOSDAQ,아이디스,통신 및 방송 장비 제조업,"영상보안장치(DVR,NVR,IP-Camera 등)",2011-09-26,12월,김영달,http://www.idis.co.kr,대전광역시
054800,KOSDAQ,아이디스홀딩스,기타 전문 서비스업,비금융지주회사,2001-09-27,12월,김영달,http://www.idisholdings.co.kr,대전광역시
332370,KOSDAQ,아이디피,컴퓨터 및 주변장치 제조업,"카드인쇄용 프린터, 카드인쇄용 리본",2020-08-24,12월,노현철,http://www.idp-corp.com,서울특별시
122900,KOSPI,아이마켓코리아,상품 종합 도매업,B2B 전자상거래,2010-07-30,12월,남인봉,http://www.imarketkorea.com,서울특별시
339950,KOSDAQ,아이비김영,일반 교습 학원,"오프라인 학원, 온라인강의",2019-12-24,12월,김석철,http://www.kimyoung.co.kr,서울특별시
099190,KOSDAQ,아이센스,의료용 기기 제조업,"혈당측정스트립, 혈당측정기기 등",2013-01-30,12월,"차근식, 남학현(각자 대표이사)",http://www.i-sens.com,서울특별시
289010,KOSDAQ,아이스크림에듀,"서적, 잡지 및 기타 인쇄물 출판업",아이스크림홈런,2019-07-11,12월,조용상,http://www.i-screamedu.co.kr,서울특별시
214430,KOSDAQ,아이쓰리시스템,전자부품 제조업,"적외선 영상센서, 엑스레이 영상센서",2015-07-30,12월,정한,http://www.i3system.com,대전광역시
040910,KOSDAQ,아이씨디,특수 목적용 기계 제조업,"건식세정기,LCD,반도체 장비,광정보통신 부품,장비 제조,연구개발,용역 서비스,수출입",2011-08-05,12월,이승호,http://www.i4cd.co.kr,경기도
068940,KOSDAQ,아이씨케이,전자부품 제조업,신용카드 및 전자화폐 등,2010-10-19,12월,강수향,http://www.cardnsoft.com,대구광역시
052860,KOSDAQ,아이앤씨,반도체 제조업,지상파 DMB용 수신칩(모바일 TV용 SoC),2009-10-06,12월,박창일,http://www.inctech.co.kr,경기도
010780,KOSPI,아이에스동서,"내화, 비내화 요업제품 제조업","타일,위생도기,콘크리트파일,P.C관,침목 제조,도매",1986-01-27,12월,권민석,http://www.isdongseo.co.kr,서울특별시
069920,KOSDAQ,아이에스이커머스,무점포 소매업,"해외, 국내 상품 소싱 및 판매대행 서비스",2007-12-05,12월,김응상,http://www.isecommerce.co.kr,서울특별시
038880,KOSDAQ,아이에이,전자부품 제조업,자동차용 반도체,2000-04-27,12월,김동진,http://www.ia-inc.kr,서울특별시
123010,KOSDAQ,아이에이네트웍스,전자부품 제조업,이미지센서 패키징,2016-07-20,12월,지준경,http://www.optopac.com,충청북도
307180,KOSDAQ,아이엘사이언스,전구 및 조명장치 제조업,LED용 실리콘렌즈 외,2018-12-21,12월,송성근,http://www.ilscience.co.kr,경기도
101390,KOSDAQ,아이엠,전자부품 제조업,휴대폰카메라모듈 등,2008-07-23,12월,박세철,http://www.im2006.com,경기도
090740,KOSDAQ,아이엠이연이,전자부품 제조업,"LCD,PDP및단말기용PBA",2007-09-19,12월,Lim Kean Hwa,http://www.younyi.co.kr,충청남도
226350,KOSDAQ,아이엠텍,전자부품 제조업,휴대폰용 안테나 및 카메라모듈,2016-02-03,12월,이상범,http://www.im-tech.com,경기도
078860,KOSDAQ,아이오케이,"영화, 비디오물, 방송프로그램 제작 및 배급업",연예인 매니지먼트,2006-06-27,12월,장진우,http://www.iok.co.kr,서울특별시
114810,KOSDAQ,아이원스,특수 목적용 기계 제조업,"반도체 장비 부품 제조 및 세정, LCD 장비 부품 제조",2013-02-07,12월,이문기,http://www.iones.co.kr,경기도
031310,KOSDAQ,아이즈비전,전기 통신업,"홈쇼핑(아이즈홈쇼핑), 국제전화(아이즈텔), 가정용유무선 전화기판매(TopPhone)",1997-07-25,12월,김상우,http://www.eyesvision.com,서울특별시
185490,KOSDAQ,아이진,자연과학 및 공학 연구개발업,"당뇨성망막병증 치료제, 욕창치료제, 자궁경부암 예방 백신 등",2015-11-16,12월,유원일,http://www.eyegene.co.kr,서울특별시
059100,KOSDAQ,아이컴포넌트,전자부품 제조업,액정평판디스플레이용 플라스틱 박판필름 제조업,2008-12-16,12월,김양국,,경기도
149010,KONEX,아이케이세미콘,반도체 제조업,비메모리 반도체,2014-11-14,12월,윤경덕,http://www.iksemi.com,서울특별시
175250,KOSDAQ,아이큐어,의약품 제조업,"플라스타, 의약 및 의약외품 패취등, 마스크팩, 화장품 기초라인",2018-07-12,12월,최영권,http://icure.co.kr,서울특별시
052460,KOSDAQ,아이크래프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","인터넷핵심망(CCR,MCR,NAS등)",2005-01-03,12월,"박우진, 성시훈(각자 대표이사)",http://www.icraft21.com,서울특별시
119830,KOSDAQ,아이텍,"그외 기타 전문, 과학 및 기술 서비스업",비메모리 반도체 테스트,2010-10-26,12월,이장혁,http://www.iteksemi.com,경기도
052770,KOSDAQ,아이톡시,소프트웨어 개발 및 공급업,게임,2002-08-22,12월,"오원석, 손홍근(각자 대표)",http://www.ydonline.co.kr,서울특별시
124500,KOSDAQ,아이티센,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",시스템통합 및 IT서비스,2014-12-23,12월,-,http://www.itcen.co.kr,서울특별시
084850,KOSDAQ,아이티엠반도체,전자부품 제조업,배터리 보호회로,2019-11-07,12월,나혁휘,,충청북도
223220,KONEX,아이피몬스터,소프트웨어 개발 및 공급업,모바일 컨텐츠 개발 및 유통,2015-07-09,12월,김승민,http://www.gurumcompany.com,광주광역시
027360,KOSDAQ,아주IB투자,기타 금융업,,2018-11-21,12월,김지원,http://www.ajuib.co.kr,서울특별시
033660,KOSPI,아주캐피탈,기타 금융업,"투자회사,할부금융,리스/자동차정비,자동차리스",2009-06-25,12월,박춘원,http://www.ajucapital.co.kr,대전광역시
032080,KOSDAQ,아즈텍WB,"섬유제품 염색, 정리 및 마무리 가공업",직물,2000-10-26,12월,허 재 명,http://www.AZTECHWB.co.kr,부산광역시
013310,KOSDAQ,아진산업,자동차 신품 부품 제조업,자동차 차체 부품,2015-12-22,12월,서중호,http://www.wamc.co.kr,경상북도
059120,KOSDAQ,아진엑스텍,반도체 제조업,"전자집적회로, 모션제어칩",2014-07-24,12월,김창호,http://www.ajinextek.com,대구광역시
158430,KOSDAQ,아톤,소프트웨어 개발 및 공급업,"모바일금융솔루션, mOTP 개발",2019-10-17,12월,김종서,http://www.atoncorp.com,서울특별시
149300,KONEX,아퓨어스,기초 의약물질 및 생물학적 제제 제조업,"실험동물, 연구용피부 및 연구용세포, 연구용역",2019-09-03,12월,최선덕,http://www.apures.com,경기도
067160,KOSDAQ,아프리카TV,소프트웨어 개발 및 공급업,미디어플랫폼,2003-12-19,12월,"Seo Soo Kiel, Jung Chan Yong",http://corp.afreecatv.com,경기도
001540,KOSDAQ,안국약품,의약품 제조업,"그랑파제, 토비콤-S",2000-06-15,12월,"어준선, 어진",http://www.ahn-gook.com,서울특별시
053800,KOSDAQ,안랩,소프트웨어 개발 및 공급업,바이러스백신 프로그램,2001-09-13,12월,강석균,http://www.ahnlab.com,경기도
251280,KONEX,안지오랩,자연과학 및 공학 연구개발업,신약개발 및 체지방 감소 건강기능식품,2016-10-25,12월,김민영,http://www.angiolab.co.kr,대전광역시
065660,KOSDAQ,안트로젠,기타 전문 도매업,줄기세포치료제,2016-02-15,12월,이성구,http://www.anterogen.com,서울특별시
297570,KOSDAQ,알로이스,통신 및 방송 장비 제조업,안드로이드 OTT 멀티미디어 디바이스,2018-07-20,12월,권충식,http://www.aloys.co.kr,경기도
001780,KOSPI,알루코,1차 비철금속 제조업,"알루미늄제품,샷시 제조",2007-06-07,12월,전병일,http://www.dygc.co.kr,대전광역시
260660,KOSDAQ,알리코제약,의료용품 및 기타 의약 관련제품 제조업,완제 의약품,2018-02-12,12월,"이항구,최재희(공동대표)",http://www.arlico.co.kr,서울특별시
131370,KOSDAQ,알서포트,소프트웨어 개발 및 공급업,"원격지원,제어 솔루션",2011-01-05,12월,서형수,http://www.rsupport.com,서울특별시
140670,KOSDAQ,알에스오토메이션,전자부품 제조업,"모션제어기, 드라이브, 에너지제어장치",2017-08-11,12월,강덕현,http://www.rsautomation.co.kr,경기도
096610,KOSDAQ,알에프세미,반도체 제조업,"ECM, DIODE, LED Light",2007-11-20,12월,이진효,http://www.rfsemi.co.kr/,대전광역시
061040,KOSDAQ,알에프텍,통신 및 방송 장비 제조업,"핸드폰 충전기, 핸즈프리",2002-05-16,12월,이진형,http://www.rftech.co.kr,경기도
148250,KOSDAQ,알엔투테크놀로지,전자부품 제조업,"이동통신부품(커플러), 의료기기용기판, 파우더",2016-06-22,12월,이효종,http://www.rn2.co.kr,경기도
347860,KOSDAQ,알체라,소프트웨어 개발 및 공급업,"얼굴인식 AI, 이상상황 감지 AI 등",2020-12-21,12월,황영규,http://www.alcherainc.com,경기도
196170,KOSDAQ,알테오젠,자연과학 및 공학 연구개발업,바이오시밀러 및 바이오베터,2014-12-12,12월,박순재,http://www.alteogen.com,대전광역시
123750,KOSDAQ,알톤스포츠,그외 기타 운송장비 제조업,"운송장비,부품,자전거외",2010-07-02,12월,김신성,http://www.altonsports.co.kr,경기도
085810,KOSDAQ,알티캐스트,소프트웨어 개발 및 공급업,"디지털 방송용 소프트웨어(셋톱박스용 미들웨어 등), CAS(수신제한시스템)",2013-12-06,12월,김태훈,http://www.alticast.co.kr,서울특별시
117670,KOSDAQ,알파홀딩스,반도체 제조업,시스템 반도체 개발,2010-09-17,12월,"김영선, 구희도",http://www.alphachips.com,경기도
291650,KOSDAQ,압타머사이언스,자연과학 및 공학 연구개발업,압타머기반 신약개발 및 진단제품 개발,2020-09-16,12월,한동일,http://www.aptsci.com,경기도
293780,KOSDAQ,압타바이오,자연과학 및 공학 연구개발업,"용역매출(50.7%), 유전자전달체(32.7%), 압타머 연구용 시약(16.6%)",2019-06-12,12월,이수진,http://www.aptabio.com,경기도
267810,KONEX,앙츠,컴퓨터 및 통신장비 수리업,기술서비스,2017-04-28,12월,박창진,http://www.iantz.co.kr,서울특별시
018250,KOSPI,애경산업,기타 화학제품 제조업,"Age 20's,루나, 트리오, 2080치약, 순샘, 제트 등",2018-03-22,12월,"채동석, 임재영",http://www.aekyung.co.kr,서울특별시
161000,KOSPI,애경유화,기초 화학물질 제조업,오르토프탈산디옥틸,2012-09-17,12월,박흥식,,서울특별시
196300,KOSDAQ,애니젠,기초 의약물질 및 생물학적 제제 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약,2016-12-07,12월,김재일,http://www.anygen.com,광주광역시
310200,KOSDAQ,애니플러스,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송통신사업,2018-12-21,12월,전승택,http://www.aniplustv.com,서울특별시
179530,KONEX,애드바이오텍,의약품 제조업,"동물용의약품, 보조사료 등",2019-12-24,12월,정홍걸,http://www.adbiotech.com,강원도
205500,KOSDAQ,액션스퀘어,소프트웨어 개발 및 공급업,모바일게임,2014-11-12,12월,김연준,http://www.action2quare.com,서울특별시
